Area,City,Neighborhood,Transaction reference number,Date,Property classification,Property type,Number of properties,Price,Space,Price per square meter
Makkah Region,Jeddah,um hablayn,21088997,9/28/2023,Residential,apartment,1,450000,155.14,"2,901"
Makkah Region,Jeddah, alsafa ,20039315,5/28/2023,Residential,land,1,2700000,660.0,"4,091"
Riyadh region,Riyadh,King Salman,21013448,9/21/2023,Residential,apartment,1,1219000,124.17,"9,817"
Eastern Region,Qatif,Danat Al-Rams,20536795,8/1/2023,Residential,land,1,2700000,1000.0,"2,700"
Riyadh region,Riyadh,Al-Uraija,19934713,5/16/2023,Residential,land,1,590000,400.0,"1,475"
Riyadh region,Riyadh,Tuwaiq,20183450,6/14/2023,Residential,land,1,1365000,1050.0,"1,300"
Makkah Region,Jeddah, musharafa ,20560462,8/3/2023,Residential,land,1,1625000,450.0,"3,611"
Makkah Region,Taif, Al Mutarad  ,20972692,9/19/2023,Residential,apartment,1,800000,356.6,"2,243"
Makkah Region,Jeddah,Beni Malik,19807332,4/19/2023,Residential,land,1,2000000,715.43,"2,796"
Riyadh region,Riyadh,Al-Khair,20059095,5/30/2023,Residential,land,1,767232,666.0,"1,152"
Makkah Region,Taif, Al-Halaqa ,20640669,8/14/2023,Residential,land,1,75000,130.83,573
Qassim region,baridah,alshaqa,20049464,5/29/2023,Residential,land,1,136800,360.0,380
Asir region,Abha, Mahalla ,19852949,5/7/2023,Residential,land,1,403156,620.0,650
Makkah Region,Jeddah,Al Hajara,20080719,6/1/2023,Residential,land,1,350000,864.0,405
Qassim region,baridah,alshaqa,20498821,7/27/2023,Residential,land,1,129600,360.0,360
Eastern Region,Dammam, Al-Shuala ,20614231,8/10/2023,Residential,land,1,855834,582.2,"1,470"
Riyadh region,Riyadh,Al-Khair,20174218,6/12/2023,Residential,land,1,530000,405.0,"1,309"
Eastern Region,Al-Hofuf,King Fahd,20333141,7/9/2023,Residential,land,1,300000,379.75,790
Eastern Region,Dammam, Al-Hussam ,19952274,5/17/2023,Residential,land,1,1110375,493.5,"2,250"
Riyadh region,Riyadh,Al-Malqa,20946681,9/14/2023,Residential,land,1,10780000,1540.0,"7,000"
Riyadh region,Riyadh,East of Riyadh,19996809,5/23/2023,Residential,land,1,435000,974.14,447
Riyadh region,Riyadh,Al-Qadisiyah,20509445,7/30/2023,Residential,land,1,446508,217.09,"2,057"
Qassim region,Albkirih,Bukayriyah,20377174,7/12/2023,Residential,land,1,155000,630.0,246
Riyadh region,Riyadh,Misfa,20815185,9/3/2023,Residential,land,1,355000,400.0,888
Eastern Region,Dammam,Al-Qadisiyah,19855758,5/7/2023,Residential,land,1,379000,265.5,"1,427"
Riyadh region,Riyadh,Sulaymaniyah,19803322,4/17/2023,Residential,land,1,3400000,525.0,"6,476"
Makkah Region,Taif, Al-Mudbaa ,20699968,8/21/2023,Residential,land,1,500000,615.0,813
Riyadh region,Riyadh,Nazim,19938630,5/16/2023,Residential,land,1,600000,750.0,800
Riyadh region,Riyadh,Tuwaiq,20248446,6/20/2023,Residential,land,1,1280000,300.0,"4,267"
Makkah Region,Makkah,Batha Quraish,19719948,4/6/2023,Residential,apartment,1,100000,39.91,"2,506"
Riyadh region,Riyadh,alsuwaydaa,20430278,7/20/2023,Residential,land,1,605000,500.0,"1,210"
Makkah Region,Taif,alshuhada' aljanubia,20094182,6/4/2023,Residential,land,1,1371500,320.4,"4,281"
Riyadh region,Riyadh, Al-Wisam ,20954705,9/16/2023,Residential,land,1,173701,431.02,403
Eastern Region,Hafar Al-Batin, Al-Fayhaa ,20534056,8/1/2023,Residential,land,1,50000,450.0,111
Eastern Region,Al-Hofuf, al'umara ,20196042,6/15/2023,Residential,land,1,265000,395.5,670
Qassim region,Onaizah, Rehab ,20265930,6/22/2023,Residential,apartment,1,271150,107.09,"2,532"
Riyadh region,Riyadh,Salhiya ,20911330,9/11/2023,Residential,apartment,1,5500000,473.35,"11,619"
Makkah Region,Jeddah, Al-Rayyan ,20808344,9/3/2023,Residential,apartment,1,595000,186.48,"3,191"
Makkah Region,Jeddah, Rahmaniyah ,19836272,5/2/2023,Residential,land,1,1096875,812.5,"1,350"
Eastern Region,Al-Hofuf,Hofuf,19737931,4/8/2023,Residential,land,1,120000,400.0,300
Riyadh region,Riyadh,Al-Khair,20899939,9/10/2023,Residential,land,1,656250,437.5,"1,500"
Riyadh region,Riyadh,alrimal,20815695,9/3/2023,Residential,land,1,1012500,375.0,"2,700"
Qassim region,baridah, Al-Batin ,20531427,8/1/2023,Residential,land,1,115156,325.0,354
Makkah Region,Makkah, Al-Ma'aisem ,20136031,6/7/2023,Residential,apartment,1,250000,198.26,"1,261"
Makkah Region,Makkah, Al Safwa ,20483607,7/26/2023,Residential,land,1,1020000,600.0,"1,700"
Riyadh region,Riyadh,Nahda,20447368,7/23/2023,Residential,land,1,765000,425.0,"1,800"
Riyadh region,Riyadh,Namar,20207469,6/19/2023,Residential,land,1,410000,437.5,937
Riyadh region,Riyadh,alrimal,20804669,9/2/2023,Residential,apartment,1,605886,198.09,"3,059"
Makkah Region,Jeddah, alwidad ,20844876,9/6/2023,Residential,land,1,350000,900.0,389
Riyadh region,Riyadh,Malaz,20805011,9/2/2023,Residential,land,1,13050000,625.0,"20,880"
Makkah Region,Jeddah,  Al-Manar ,21003700,9/20/2023,Residential,land,1,850000,891.0,954
Eastern Region,alkhabar,Ain Al-Sih,20478325,7/25/2023,Residential,land,1,740853,275.0,"2,694"
Riyadh region,Riyadh,eakaaz,21042306,9/26/2023,Residential,land,1,805000,700.0,"1,150"
Asir region,Abha,almuharith walieisan,20342994,7/10/2023,Residential,land,1,630189,600.0,"1,050"
Makkah Region,Jeddah,um hablayn,20195507,6/15/2023,Residential,apartment,1,350000,130.95,"2,673"
Jazan region,Abu Arish, alharat alshamalih,20462250,7/24/2023,Residential,land,1,800000,500.0,"1,600"
Riyadh region,Riyadh,Namar,20927405,9/13/2023,Residential,land,1,400000,300.0,"1,333"
Riyadh region,Al Kharj, Al-Yamamah ,20751200,8/28/2023,Residential,land,1,2710000,25992.84,104
Qassim region,Onaizah,King Fahd,20822837,9/4/2023,Residential,land,1,180000,487.5,369
Makkah Region,Jeddah, alsafa ,20377928,7/12/2023,Residential,apartment,1,750000,213.31,"3,516"
Asir region,Abha, alkhashae ,20688592,8/20/2023,Residential,house,1,80000,109.33,732
Najran region,Najran,Aba Al-Kharit,20590017,8/7/2023,Residential,land,1,200000,900.0,222
Riyadh region,Riyadh,Badr,20666620,8/16/2023,Residential,land,1,741260,570.2,"1,300"
Makkah Region,Jeddah, Al-Waha ,20632685,8/13/2023,Residential,apartment,1,420000,128.06,"3,280"
Makkah Region,Jeddah, Al Nada ,20588653,8/7/2023,Residential,land,1,235000,450.0,522
Qassim region,baridah, alrimal ,20654951,8/15/2023,Residential,land,1,307125,375.0,819
Makkah Region,Jeddah,jawharat alearus,20262869,6/21/2023,Residential,land,1,550000,930.0,591
Eastern Region,Al-Nairiya, Mohammedia ,20968580,9/18/2023,Residential,land,1,150000,625.0,240
Riyadh region,Riyadh,Mahdia,20034293,5/28/2023,Residential,land,1,1050000,304.86,"3,444"
Makkah Region,Makkah,Al-Otaibiyya,19932866,5/15/2023,Residential,land,1,500000,338.53,"1,477"
Riyadh region,Riyadh,Al-Nakhil,20114786,6/5/2023,Residential,apartment,1,1589000,192.76,"8,243"
Tabuk region,Taima, Al Naseem ,20675143,8/17/2023,Residential,land,1,150000,660.0,227
Riyadh region,Riyadh,East of Riyadh,20135635,6/7/2023,Residential,land,1,300000,752.0,399
Tabuk region,Tabuk, aljamiea ,19738083,4/10/2023,Residential,land,1,300000,1120.0,268
Riyadh region,Riyadh,alsahafa,19799874,4/16/2023,Residential,apartment,1,3100000,143.81,"21,556"
Makkah Region,alqunfadhuh, Alshamalia  ,20524660,7/31/2023,Residential,land,1,100000,400.0,250
Riyadh region,Riyadh,Al-Malqa,20750072,8/27/2023,Residential,apartment,1,800000,83.53,"9,577"
Asir region,Abha, Mahalla,20529068,7/31/2023,Residential,land,1,400000,700.32,571
Makkah Region,Jeddah, Raghama ,20358650,7/12/2023,Residential,apartment,1,400488,118.79,"3,371"
Eastern Region,Hafar Al-Batin, Al-Shifa ,19922375,5/14/2023,Residential,land,1,70000,400.0,175
Asir region,Abha, Mahalla,20512234,7/30/2023,Residential,land,1,400000,660.0,606
Riyadh region,Riyadh,alrimal,20448966,7/23/2023,Residential,land,1,1545912,285.84,"5,408"
Makkah Region,Jeddah,Al-Basateen,20135640,6/7/2023,Residential,land,1,1100000,314.1,"3,502"
Makkah Region,Jeddah, Al-Marwa ,20408105,7/17/2023,Residential,apartment,1,560000,134.56,"4,162"
Eastern Region,alkhabar, Al-Azizia ,20737386,8/24/2023,Residential,land,1,1500000,437.5,"3,429"
Makkah Region,Makkah,Batha Quraish,20037014,5/28/2023,Residential,apartment,1,270000,114.76,"2,353"
Qassim region,baridah, Al-Naqib ,19688400,4/2/2023,Residential,land,1,161000,500.0,322
Makkah Region,Taif, aldabt ,20529716,7/31/2023,Residential,land,1,516375,607.5,850
Riyadh region,Riyadh,alsaeada,20260541,6/21/2023,Residential,land,1,673200,306.0,"2,200"
Eastern Region,alkhabar,Southern Rakah,20837705,9/5/2023,Residential,land,1,870000,500.0,"1,740"
Makkah Region,Jeddah, Al Sawari ,19702559,4/4/2023,Residential,land,1,673535,312.5,"2,155"
Riyadh region,Riyadh,Al-Awali,20080534,6/1/2023,Residential,land,1,2025000,450.0,"4,500"
Riyadh region,Riyadh, Al-Wisam ,20952320,9/15/2023,Residential,land,1,120900,300.0,403
Eastern Region,Jubail, Fanateer,19725443,4/6/2023,Residential,land,1,1000000,607.3,"1,647"
Riyadh region,Riyadh,Mahdia,20174314,6/12/2023,Residential,land,1,1100000,450.0,"2,444"
Northern border region,Arar, Rabwa,20824360,9/4/2023,Residential,land,1,200000,669.0,299
Makkah Region,Jeddah,albuhayrat,19932980,5/15/2023,Residential,land,1,680000,420.0,"1,619"
Riyadh region,Riyadh,tayiba,19802869,4/17/2023,Residential,land,1,500000,240.72,"2,077"
Riyadh region,Al-Muzahmiyah, Al-Hada ,20870571,9/8/2023,Residential,land,1,700000,725.0,966
Makkah Region,Taif, Al-Mudbaa ,20003954,5/23/2023,Residential,land,1,500000,615.0,813
Makkah Region,Jeddah, hukumaa ,20458716,7/24/2023,Residential,apartment,1,682941,199.21,"3,428"
Jazan region,Abu Arish,alharat alsharqia,20868573,9/8/2023,Residential,land,1,300000,963.69,311
Riyadh region,Riyadh,Manfuha,20096590,6/4/2023,Residential,land,1,200000,119.9,"1,668"
Riyadh region,Riyadh,Al-Rayyan,20071732,5/31/2023,Residential,apartment,1,850000,138.46,"6,139"
Riyadh region,Riyadh,Al Mansourieh,20726024,8/23/2023,Residential,land,1,1196000,460.0,"2,600"
Qassim region,Onaizah, Al Rawabi ,20706999,8/23/2023,Residential,land,1,135000,375.0,360
Makkah Region,Jeddah, Al-Marwa ,20473626,7/25/2023,Residential,apartment,1,530000,161.37,"3,284"
Riyadh region,Riyadh,Yarmouk,20005886,5/23/2023,Residential,land,1,1650000,500.0,"3,300"
Makkah Region,Makkah,Mecca,20180690,6/13/2023,Residential,apartment,1,480000,135.22,"3,550"
Medina region,AL Madinah,Jaza Quba,20119002,6/6/2023,Residential,land,1,771655,172.5,"4,473"
Eastern Region,alkhabar, ashbilya ,20692953,8/20/2023,Residential,land,1,3052500,1347.74,"2,265"
Eastern Region,Hafar Al-Batin,Abu Musa Al-Ash'ari ,20729343,8/24/2023,Residential,land,1,30000,270.0,111
Jazan region,Jizan, Muhammadiyah ,19854514,5/7/2023,Residential,apartment,1,550000,223.16,"2,465"
Riyadh region,Riyadh,Al-Khair,19981198,5/21/2023,Residential,land,1,900000,825.0,"1,091"
Riyadh region,Riyadh, Al-Sahab ,20958184,9/16/2023,Residential,land,1,120900,300.0,403
Makkah Region,Makkah, Al-Ma'aisem ,20196009,6/15/2023,Residential,apartment,1,516077,109.52,"4,712"
Riyadh region,Riyadh,alrimal,20826291,9/4/2023,Residential,land,1,1400000,300.0,"4,667"
Tabuk region,Tabuk, Al-Masif 1 ,19764181,4/11/2023,Residential,land,1,730000,875.0,834
Riyadh region,Riyadh,Misfa,20911295,9/11/2023,Residential,land,1,3195500,3994.38,800
Riyadh region,Riyadh,Olaya,19732870,4/7/2023,Residential,land,1,1922000,300.0,"6,407"
Riyadh region,Riyadh,Hattin,19803388,4/17/2023,Residential,apartment,1,959000,118.12,"8,119"
Eastern Region,Dammam,alaskan,20811976,9/3/2023,Residential,apartment,1,194000,256.25,757
Qassim region,almudhanab, Rawda2 ,20474900,7/25/2023,Residential,land,1,40000,315.0,127
Qassim region,Onaizah, alsalam ,19883895,5/9/2023,Residential,land,1,360000,694.9,518
Asir region,Abha, Mahalla,20528957,7/31/2023,Residential,land,1,400000,660.0,606
Makkah Region,Jeddah,aljamieiiyn ,20513357,7/30/2023,Residential,land,1,950000,1200.0,792
Makkah Region,Jeddah, Al-Waha ,20657011,8/15/2023,Residential,apartment,1,450000,131.84,"3,413"
Riyadh region,Riyadh,alnarjis,20866625,9/7/2023,Residential,land,1,4000000,371.5,"10,767"
Eastern Region,Dammam, tayiba ,20267204,6/22/2023,Residential,land,1,1400000,374.0,"3,743"
Makkah Region,Jeddah, Miriykh ,20030026,5/27/2023,Residential,apartment,1,390000,135.28,"2,883"
Riyadh region,Riyadh,Namar,20290374,7/2/2023,Residential,land,1,500000,700.0,714
Makkah Region,Jeddah, Umm Hablin ,20095647,6/4/2023,Residential,land,1,1350000,750.0,"1,800"
Eastern Region,Dammam, Al-Shuala ,20734123,8/24/2023,Residential,land,1,753545,579.65,"1,300"
Makkah Region,Jeddah,Al-Hamdaniya ,20620819,8/10/2023,Residential,land,1,1160000,658.8,"1,761"
Riyadh region,Riyadh,Arid,20631974,8/13/2023,Residential,land,1,160000,227.5,703
Riyadh region,Riyadh,Jasmine,20196885,6/17/2023,Residential,apartment,1,550000,186.62,"2,947"
Riyadh region,Riyadh,alnarjis,20017324,5/25/2023,Residential,land,1,2250000,250.0,"9,000"
Eastern Region,Dammam, alzuhur ,19809931,4/26/2023,Residential,land,1,1500000,1250.0,"1,200"
Makkah Region,Jeddah, Al-Marwa ,20187926,6/14/2023,Residential,apartment,1,530000,174.45,"3,038"
Riyadh region,Riyadh,Nazim,20013510,5/24/2023,Residential,land,1,600000,750.0,800
Riyadh region,Riyadh, Al-Wisam ,20952505,9/15/2023,Residential,land,1,120900,300.0,403
Makkah Region,Jeddah, Riyadh ,19797591,4/16/2023,Residential,land,1,400000,307.9,"1,299"
Riyadh region,Riyadh,Arid,20738141,8/24/2023,Residential,land,1,160000,200.0,800
Makkah Region,Jeddah,tayiba,20514852,7/30/2023,Residential,land,1,1475338,347.1,"4,250"
Makkah Region,Jeddah, abhir alshamalia,19706678,4/4/2023,Residential,land,1,1800000,312.5,"5,760"
Asir region,Abha, Minsk ,20607474,8/9/2023,Residential,apartment,1,200000,209.26,956
Makkah Region,Jeddah, alnuwr  ,20174105,6/12/2023,Residential,land,1,440000,312.5,"1,408"
Riyadh region,Riyadh, Al-Sahab ,20958045,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Oud,20096799,6/4/2023,Residential,land,1,100000,78.16,"1,279"
Makkah Region,Jeddah,Al-Furqan,20599022,8/8/2023,Residential,land,1,270000,450.0,600
Riyadh region,Riyadh,Al-Uraija,20385503,7/13/2023,Residential,land,1,500000,600.0,833
Riyadh region,Riyadh,Rawda,20118788,6/6/2023,Residential,apartment,1,785000,137.42,"5,712"
Makkah Region,Taif, Al-Aqiq ,20941541,9/14/2023,Residential,apartment,1,600000,222.41,"2,698"
Riyadh region,Riyadh,alquds,20788194,8/30/2023,Residential,apartment,1,650000,102.64,"6,333"
Riyadh region,Riyadh,Al-Khair,19876936,5/8/2023,Residential,land,1,750000,455.0,"1,648"
Jazan region,Jizan, Suez ,20005166,5/23/2023,Residential,land,1,200000,640.0,313
Riyadh region,Riyadh,Arid,20797632,8/31/2023,Residential,land,1,430000,500.0,860
Riyadh region,Riyadh,Manfuha,21041179,9/26/2023,Residential,land,1,600000,225.0,"2,667"
Medina region,AL Madinah,Ranuna,20335228,7/9/2023,Residential,land,1,650000,442.1,"1,470"
Qassim region,baridah,alshaqa,19683917,4/2/2023,Residential,land,1,168750,375.0,450
Riyadh region,Riyadh,Rabieh,20909748,9/11/2023,Residential,land,1,300000,900.0,333
Riyadh region,Riyadh,Arid,20111964,6/5/2023,Residential,land,1,235000,403.75,582
Tabuk region,Tabuk, Al-Rayyan ,20313114,7/6/2023,Residential,land,1,486640,616.0,790
Riyadh region,Riyadh,Munsiyah,19908545,5/11/2023,Residential,apartment,1,609000,103.01,"5,912"
Hail region,Hail, Al-Wadi ,19799779,4/16/2023,Residential,land,1,115991,399.97,290
Makkah Region,Jeddah,  Al-Manar ,20630689,8/13/2023,Residential,land,1,550000,308.0,"1,786"
Al-Jawf region,Sakaka, Rahmaniyah ,20646174,8/14/2023,Residential,land,1,100000,442.0,226
Medina region,AL Madinah,alhurat alsharqiat alqabalia,20179958,6/13/2023,Residential,land,1,1418000,372.88,"3,803"
Riyadh region,Riyadh,Arid,20722220,8/23/2023,Residential,land,1,221000,400.0,553
Riyadh region,Riyadh,Munsiyah,20488404,7/26/2023,Residential,land,1,2150000,312.5,"6,880"
Riyadh region,Riyadh,Al Naseem,20674898,8/17/2023,Residential,land,1,600000,52.0,"11,538"
Qassim region,baridah,Lower Alshaqa,20303847,7/5/2023,Residential,land,1,150000,459.69,326
Eastern Region,Hasa,Hajar,20767647,8/29/2023,Residential,land,1,330000,750.0,440
Riyadh region,Riyadh,Qurtuba,20013112,5/24/2023,Residential,land,1,1785000,360.0,"4,958"
Northern border region,tarif, Montazah ,19683006,4/1/2023,Residential,land,1,200000,881.65,227
Riyadh region,Riyadh,Yarmouk,19850568,5/5/2023,Residential,apartment,1,20000,104.1,192
Riyadh region,Riyadh,Namar,20293123,7/3/2023,Residential,land,1,600000,900.0,667
Makkah Region,Jeddah, Raghama ,20357977,7/12/2023,Residential,apartment,1,400488,117.1,"3,420"
Jazan region,Jizan,Nasiriyah ,19982052,5/21/2023,Residential,land,1,280000,1093.0,256
Eastern Region,Dammam, aleadama ,21027662,9/25/2023,Residential,land,1,1330000,325.22,"4,090"
Eastern Region,Hasa,Mahasen Aramco,19834860,5/2/2023,Residential,land,1,264514,582.49,454
Makkah Region,Jeddah, Al-Rayyan ,20208131,6/19/2023,Residential,apartment,1,345000,122.23,"2,823"
Riyadh region,Riyadh,Misfa,20866474,9/7/2023,Residential,land,1,700000,750.0,933
Qassim region,baridah,alshaqa,20911335,9/11/2023,Residential,land,1,122976,336.0,366
Northern border region,tarif, Montazah ,19874274,5/8/2023,Residential,land,1,150000,892.0,168
Qassim region,baridah,North Buraydah,20854113,9/6/2023,Residential,apartment,1,395000,80.08,"4,933"
Riyadh region,Riyadh,East of Riyadh,20418276,7/18/2023,Residential,land,1,340000,750.0,453
Eastern Region,Hasa,Hajar,19926392,5/14/2023,Residential,land,1,150000,382.5,392
Makkah Region,Makkah,Makkah Oasis,20231595,6/20/2023,Residential,apartment,1,255000,125.12,"2,038"
Qassim region,Onaizah, Al-Mustawdaeat ,20672429,8/17/2023,Residential,land,1,206588,1180.5,175
Qassim region,baridah, Malida ,20450717,7/23/2023,Residential,land,1,92000,425.0,216
Eastern Region,Khafji, Granada ,20202219,6/18/2023,Residential,land,1,130000,855.9,152
Riyadh region,Riyadh,Hattin,20022664,5/25/2023,Residential,land,1,5000000,625.0,"8,000"
Riyadh region,Riyadh,alrimal,20373675,7/12/2023,Residential,land,1,1562500,250.0,"6,250"
Asir region,Khamis Mushait,aldaahia,20426547,7/19/2023,Residential,land,1,100000,900.0,111
Qassim region,baridah, Al-Batin ,20485474,7/26/2023,Residential,land,1,120510,325.0,371
Eastern Region,alkhabar, alsudfa ,20202577,6/18/2023,Residential,land,1,3505000,513.45,"6,826"
Jazan region,Jizan, Muhammadiyah ,20965427,9/17/2023,Residential,land,1,700000,684.0,"1,023"
Jazan region,Sabya, Mohammedia ,20321953,7/9/2023,Residential,land,1,950000,396.0,"2,399"
Makkah Region,Jeddah, Samer ,20391591,7/15/2023,Residential,apartment,1,200000,113.55,"1,761"
Riyadh region,Riyadh,Badr,20972266,9/18/2023,Residential,land,1,1250000,588.0,"2,126"
Makkah Region,Jeddah, Al-Marwa ,20446803,7/23/2023,Residential,apartment,1,726287,179.33,"4,050"
Riyadh region,Riyadh, Al-Sahab ,20957732,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Namar,20267798,6/22/2023,Residential,land,1,375000,432.0,868
Riyadh region,Riyadh,Al Hazm,20851004,9/6/2023,Residential,land,1,735000,419.83,"1,751"
Qassim region,baridah, almuridisia ,19962783,5/18/2023,Residential,land,1,131100,437.02,300
Riyadh region,Riyadh,Al-Malqa,20987676,9/19/2023,Residential,apartment,1,1097100,123.27,"8,900"
Eastern Region,Hafar Al-Batin, Khalidiya ,20414501,7/18/2023,Residential,land,1,98000,375.0,261
Eastern Region,Al-Hofuf, Al-Ruwayda ,20005850,5/24/2023,Residential,land,1,600000,372.0,"1,613"
Qassim region,baridah, Nahda ,20312758,7/6/2023,Residential,land,1,780000,575.0,"1,357"
Makkah Region,Taif, Al-Wasit ,21102943,9/30/2023,Residential,land,1,1957954,1161.37,"1,686"
Makkah Region,Jeddah, Almusharafa ,20203996,6/18/2023,Residential,land,1,7000000,750.0,"9,333"
Eastern Region,Qatif, alnuwr,20204561,6/18/2023,Residential,land,1,1000000,325.59,"3,071"
Eastern Region,Jubail,King Fahd,20931770,9/13/2023,Residential,apartment,1,818000,377.72,"2,166"
Makkah Region,Jeddah,jawharat alearus,20096803,6/4/2023,Residential,land,1,380000,620.0,613
Riyadh region,Riyadh,Rawda,20105082,6/11/2023,Residential,apartment,1,635000,112.19,"5,660"
Asir region,zahran aljanub, El Nozha ,20762358,8/28/2023,Residential,land,1,85000,587.5,145
Riyadh region,Riyadh,alnarjis,20037122,5/28/2023,Residential,apartment,1,1150000,190.97,"6,022"
Riyadh region,Riyadh,Hattin,21003594,9/20/2023,Residential,land,1,4450000,300.04,"14,831"
